: Nomen: SI/PL
halten halte sehen sehe
halten halte bekommen bekomme
halten halte verstehen verstehe
handeln handele schauen schaue
handeln handele wohnen wohne
handeln handele suchen suche
handeln handele sagen sage
handeln handele erkennen erkenne
heißen heiße arbeiten arbeite
heißen heiße stellen stelle
heißen heiße lassen lasse
heißen heiße führen führe
heißen heiße kennen kenne
helfen helfe wohnen wohne
helfen helfe erkennen erkenne
helfen helfe schauen schaue
helfen helfe schließen schließe
helfen helfe lernen lerne
interessieren interessiere bleiben bleibe
interessieren interessiere bringen bringe
interessieren interessiere ziehen ziehe
interessieren interessiere gehören gehöre
interessieren interessiere fahren fahre
kennen kenne dürfen darf
kennen kenne lesen lese
kennen kenne erreichen erreiche
kennen kenne tragen trage
kennen kenne verlassen verlasse
kommen komme fehlen fehle
kommen komme stellen stelle
kommen komme ändern ändere
kommen komme legen lege
kommen komme wohnen wohne
können kann geben gebe
können kann verstehen verstehe
können kann gewinnen gewinne
können kann ergeben ergebe
können kann glauben glaube
lassen lasse arbeiten arbeite
lassen lasse erwarten erwarte
lassen lasse erreichen erreiche
lassen lasse verlieren verliere
lassen lasse helfen helfe
laufen laufe erkennen erkenne
laufen laufe kennen kenne
laufen laufe fühlen fühle
laufen laufe machen mache
laufen laufe führen führe
leben lebe warten warte
leben lebe bleiben bleibe
leben lebe fallen falle
leben lebe entsprechen entspreche
leben lebe suchen suche
legen lege helfen helfe
legen lege lassen lasse
legen lege lassen lasse
legen lege kommen komme
legen lege werden werde
lernen lerne mögen mag
lernen lerne erscheinen erscheine
lernen lerne tun tu
lernen lerne gewinnen gewinne
lernen lerne kommen komme
lesen lese denken denke
lesen lese kennen kenne
lesen lese wollen will
lesen lese erinnern erinnere
lesen lese setzen setze
liegen liege ändern ändere
liegen liege finden finde
liegen liege wachsen wachse
liegen liege sitzen sitze
liegen liege spielen spiele
machen mache wohnen wohne
machen mache werden werde
machen mache wissen weiß
machen mache warten warte
machen mache bringen bringe
meinen meine werden werde
meinen meine ziehen ziehe
meinen meine sollen soll
meinen meine verlassen verlasse
meinen meine vergleichen vergleiche
mögen mag setzen setze
mögen mag lassen lasse
mögen mag erwarten erwarte
mögen mag vergleichen vergleiche
mögen mag bedeuten bedeute
müssen muss dürfen darf
müssen muss zeigen zeige
müssen muss halten halte
müssen muss zeigen zeige
müssen muss kennen kenne
nehmen nehme entstehen entstehe
nehmen nehme lesen lese
nehmen nehme arbeiten arbeite
nehmen nehme vergleichen vergleiche
nehmen nehme fühlen fühle
nennen nenne machen mache
nennen nenne können kann
nennen nenne wohnen wohne
nennen nenne ändern ändere
nennen nenne erinnern erinnere
nutzen nutze nehmen nehme
nutzen nutze sitzen sitze
nutzen nutze müssen muss
nutzen nutze denken denke
nutzen nutze wissen weiß
reden rede finden finde
reden rede treffen treffe
reden rede bringen bringe
reden rede erzählen erzähle
reden rede glauben glaube
sagen sage fehlen fehle
sagen sage zeigen zeige
sagen sage handeln handele
sagen sage nehmen nehme
sagen sage liegen liege
schaffen schaffe bedeuten bedeute
schaffen schaffe erklären erkläre
schaffen schaffe liegen liege
schaffen schaffe verbinden verbinde
schaffen schaffe tragen trage
schauen schaue wollen will
schauen schaue sprechen spreche
schauen schaue treffen treffe
schauen schaue müssen muss
schauen schaue handeln handele
scheinen scheine haben habe
scheinen scheine bleiben bleibe
scheinen scheine nehmen nehme
scheinen scheine bilden bilde
scheinen scheine erreichen erreiche
schließen schließe denken denke
schließen schließe finden finde
schließen schließe liegen liege
schließen schließe erklären erkläre
schließen schließe schauen schaue
schreiben schreibe gehören gehöre
schreiben schreibe liegen liege
schreiben schreibe verlassen verlasse
schreiben schreibe folgen folge
schreiben schreibe ergeben ergebe
sehen sehe schreiben schreibe
sehen sehe lassen lasse
sehen sehe tun tu
sehen sehe erreichen erreiche
sehen sehe warten warte
sein bin gewinnen gewinne
sein bin glauben glaube
sein bin arbeiten arbeite
sein bin entstehen entstehe
sein bin kommen komme
setzen setze schreiben schreibe
setzen setze gehen gehe
setzen setze meinen meine
setzen setze bleiben bleibe
setzen setze treffen treffe
sitzen sitze liegen liege
sitzen sitze sprechen spreche
sitzen sitze glauben glaube
sitzen sitze schließen schließe
sitzen sitze schauen schaue
sollen soll lassen lasse
sollen soll liegen liege
sollen soll können kann
sollen soll können kann
sollen soll studieren studiere
spielen spiele verbinden verbinde
spielen spiele lesen lese
spielen spiele entstehen entstehe
spielen spiele tun tu
spielen spiele ergeben ergebe
sprechen spreche erwarten erwarte
sprechen spreche bedeuten bedeute
sprechen spreche spielen spiele
sprechen spreche liegen liege
sprechen spreche lesen lese
stehen stehe brauchen brauche
stehen stehe werden werde
stehen stehe entstehen entstehe
stehen stehe geben gebe
stehen stehe fühlen fühle
steigen steige schaffen schaffe
steigen steige fahren fahre
steigen steige erhalten erhalte
steigen steige dürfen darf
steigen steige kommen komme
stellen stelle bringen bringe
stellen stelle suchen suche
stellen stelle wohnen wohne
stellen stelle wohnen wohne
stellen stelle bleiben bleibe
studieren studiere schreiben schreibe
studieren studiere meinen meine
studieren studiere haben habe
studieren studiere müssen muss
studieren studiere brauchen brauche
suchen suche vergehen vergehe
suchen suche fühlen fühle
suchen suche treffen treffe
suchen suche können kann
suchen suche sein bin
tragen trage sehen sehe
tragen trage scheinen scheine
tragen trage erhalten erhalte
tragen trage erreichen erreiche
tragen trage sollen soll
treffen treffe ergeben ergebe
treffen treffe liegen liege
treffen treffe zeigen zeige
treffen treffe ziehen ziehe
treffen treffe vergleichen vergleiche
tun tu liegen liege
tun tu fehlen fehle
tun tu helfen helfe
tun tu heißen heiße
tun tu haben habe
verbinden verbinde entwickeln entwickle
verbinden verbinde erwarten erwarte
verbinden verbinde nennen nenne
verbinden verbinde heißen heiße
verbinden verbinde wollen will
vergehen vergehe lesen lese
vergehen vergehe scheinen scheine
vergehen vergehe entwickeln entwickle
vergehen vergehe ergeben ergebe
vergehen vergehe mögen mag
vergleichen vergleiche sein bin
vergleichen vergleiche erkennen erkenne
vergleichen vergleiche erscheinen erscheine
vergleichen vergleiche liegen liege
vergleichen vergleiche erzählen erzähle
verlassen verlasse kommen komme
verlassen verlasse bieten biete
verlassen verlasse machen mache
verlassen verlasse fühlen fühle
verlassen verlasse studieren studiere
verlieren verliere kennen kenne
verlieren verliere schließen schließe
verlieren verliere sitzen sitze
verlieren verliere nutzen nutze
verlieren verliere schließen schließe
verstehen verstehe bieten biete
verstehen verstehe steigen steige
verstehen verstehe arbeiten arbeite
verstehen verstehe tun tu
verstehen verstehe fallen falle
versuchen versuche fühlen fühle
versuchen versuche verlieren verliere
versuchen versuche spielen spiele
versuchen versuche fühlen fühle
versuchen versuche fühlen fühle
wachsen wachse bekommen bekomme
wachsen wachse nutzen nutze
wachsen wachse dürfen darf
wachsen wachse sollen soll
wachsen wachse wollen will
warten warte ändern ändere
warten warte fragen frage
warten warte haben habe
warten warte erinnern erinnere
warten warte gelten gelte
werden werde laufen laufe
werden werde glauben glaube
werden werde sitzen sitze
werden werde heißen heiße
werden werde lassen lasse
wissen weiß lernen lerne
wissen weiß verlieren verliere
wissen weiß liegen liege
wissen weiß erwarten erwarte
wissen weiß bestehen bestehe
wohnen wohne erhalten erhalte
wohnen wohne haben habe
wohnen wohne scheinen scheine
wohnen wohne verstehen verstehe
wohnen wohne vergleichen vergleiche
wollen will haben habe
wollen will vergleichen vergleiche
wollen will entwickeln entwickle
wollen will sagen sage
wollen will sagen sage
zeigen zeige laufen laufe
zeigen zeige lesen lese
zeigen zeige glauben glaube
zeigen zeige erzählen erzähle
zeigen zeige sehen sehe
ziehen ziehe bieten biete
ziehen ziehe betreffen betreffe
ziehen ziehe entwickeln entwickle
ziehen ziehe treffen treffe
ziehen ziehe entwickeln entwickle
: Verben (Präsens): 1SP/INF
ändere ändern nehme nehmen
ändere ändern laufe laufen
ändere ändern lege legen
ändere ändern frage fragen
ändere ändern muss müssen
arbeite arbeiten bilde bilden
arbeite arbeiten halte halten
arbeite arbeiten sitze sitzen
arbeite arbeiten gelte gelten
arbeite arbeiten weiß wissen
bedeute bedeuten ziehe ziehen
bedeute bedeuten muss müssen
bedeute bedeuten zeige zeigen
bedeute bedeuten lese lesen
bedeute bedeuten bleibe bleiben
beginne beginnen verliere verlieren
beginne beginnen erinnere erinnern
beginne beginnen handele handeln
beginne beginnen schließe schließen
beginne beginnen entwickle entwickeln
bekomme bekommen wohne wohnen
bekomme bekommen komme kommen
bekomme bekommen lege legen
bekomme bekommen ziehe ziehen
bekomme bekommen meine meinen
bestehe bestehen liege liegen
bestehe bestehen entspreche entsprechen
bestehe bestehen verlasse verlassen
bestehe bestehen entwickle entwickeln
bestehe bestehen darf dürfen
betreffe betreffen beginne beginnen
betreffe betreffen vergehe vergehen
betreffe betreffen erreiche erreichen
betreffe betreffen bin sein
betreffe betreffen schaffe schaffen
biete bieten führe führen
biete bieten arbeite arbeiten
biete bieten wohne wohnen
biete bieten verbinde verbinden
biete bieten spreche sprechen
bilde bilden beginne beginnen
bilde bilden ergebe ergeben
bilde bilden ziehe ziehen
bilde bilden verlasse verlassen
bilde bilden folge folgen
bleibe bleiben beginne beginnen
bleibe bleiben kann können
bleibe bleiben erkenne erkennen
bleibe bleiben arbeite arbeiten
bleibe bleiben interessiere interessieren
brauche brauchen fehle fehlen
brauche brauchen gehe gehen
brauche brauchen erscheine erscheinen
brauche brauchen lese lesen
brauche brauchen handele handeln
bringe bringen ziehe ziehen
bringe bringen halte halten
bringe bringen falle fallen
bringe bringen falle fallen
bringe bringen soll sollen
denke denken vergleiche vergleichen
denke denken tu tun
denke denken treffe treffen
denke denken stehe stehen
denke denken zeige zeigen
darf dürfen warte warten
darf dürfen lasse lassen
darf dürfen verstehe verstehen
darf dürfen wohne wohnen
darf dürfen suche suchen
entspreche entsprechen bestehe bestehen
entspreche entsprechen spiele spielen
entspreche entsprechen arbeite arbeiten
entspreche entsprechen bilde bilden
entspreche entsprechen spreche sprechen
entstehe entstehen treffe treffen
entstehe entstehen nutze nutzen
entstehe entstehen heiße heißen
entstehe entstehen bedeute bedeuten
entstehe entstehen erwarte erwarten
entwickle entwickeln erzähle erzählen
entwickle entwickeln erhalte erhalten
entwickle entwickeln will wollen
entwickle entwickeln lese lesen
entwickle entwickeln bestehe bestehen
ergebe ergeben bin sein
ergebe ergeben folge folgen
ergebe ergeben folge folgen
ergebe ergeben steige steigen
ergebe ergeben bestehe bestehen
erhalte erhalten stehe stehen
erhalte erhalten erreiche erreichen
erhalte erhalten entwickle entwickeln
erhalte erhalten studiere studieren
erhalte erhalten bilde bilden
erinnere erinnern erhalte erhalten
erinnere erinnern betreffe betreffen
erinnere erinnern wohne wohnen
erinnere erinnern handele handeln
erinnere erinnern sage sagen
erkenne erkennen bleibe bleiben
erkenne erkennen finde finden
erkenne erkennen lebe leben
erkenne erkennen erkläre erklären
erkenne erkennen schaffe schaffen
erkläre erklären erscheine erscheinen
erkläre erklären biete bieten
erkläre erklären lese lesen
erkläre erklären bedeute bedeuten
erkläre erklären studiere studieren
erreiche erreichen suche suchen
erreiche erreichen nenne nennen
erreiche erreichen gelte gelten
erreiche erreichen führe führen
erreiche erreichen erscheine erscheinen
erscheine erscheinen schließe schließen
erscheine erscheinen habe haben
erscheine erscheinen komme kommen
erscheine erscheinen lebe leben
erscheine erscheinen weiß wissen
erwarte erwarten komme kommen
erwarte erwarten vergleiche vergleichen
erwarte erwarten sitze sitzen
erwarte erwarten schaffe schaffen
erwarte erwarten kann können
erzähle erzählen bedeute bedeuten
erzähle erzählen lasse lassen
erzähle erzählen stehe stehen
erzähle erzählen sage sagen
erzähle erzählen beginne beginnen
fahre fahren rede reden
fahre fahren bestehe bestehen
fahre fahren suche suchen
fahre fahren lerne lernen
fahre fahren stehe stehen
falle fallen komme kommen
falle fallen mache machen
falle fallen zeige zeigen
falle fallen studiere studieren
falle fallen nehme nehmen
fehle fehlen verbinde verbinden
fehle fehlen bedeute bedeuten
fehle fehlen fühle fühlen
fehle fehlen will wollen
fehle fehlen wohne wohnen
finde finden fühle fühlen
finde finden scheine scheinen
finde finden sitze sitzen
finde finden nenne nennen
finde finden fehle fehlen
folge folgen bleibe bleiben
folge folgen laufe laufen
folge folgen bin sein
folge folgen treffe treffen
folge folgen kann können
frage fragen erkläre erklären
frage fragen lebe leben
frage fragen ändere ändern
frage fragen erzähle erzählen
frage fragen fehle fehlen
fühle fühlen verliere verlieren
fühle fühlen warte warten
fühle fühlen falle fallen
fühle fühlen lege legen
fühle fühlen schließe schließen
führe führen nehme nehmen
führe führen studiere studieren
führe führen lebe leben
führe führen studiere studieren
führe führen erwarte erwarten
gebe geben entwickle entwickeln
gebe geben bin sein
gebe geben glaube glauben
gebe geben stelle stellen
gebe geben verlasse verlassen
gehe gehen ziehe ziehen
gehe gehen führe führen
gehe gehen mache machen
gehe gehen stelle stellen
gehe gehen denke denken
gehöre gehören kann können
gehöre gehören brauche brauchen
gehöre gehören falle fallen
gehöre gehören spreche sprechen
gehöre gehören schaue schauen
gelte gelten handele handeln
gelte gelten entstehe entstehen
gelte gelten glaube glauben
gelte gelten vergehe vergehen
gelte gelten brauche brauchen
gewinne gewinnen bilde bilden
gewinne gewinnen gehe gehen
gewinne gewinnen lasse lassen
gewinne gewinnen falle fallen
gewinne gewinnen werde werden
glaube glauben gelte gelten
glaube glauben weiß wissen
glaube glauben meine meinen
glaube glauben nutze nutzen
glaube glauben treffe treffen
habe haben erreiche erreichen
habe haben denke denken
habe haben erzähle erzählen
habe haben laufe laufen
habe haben wohne wohnen
halte halten lasse lassen
halte halten erkenne erkennen
halte halten laufe laufen
halte halten tu tun
halte halten kann können
handele handeln schließe schließen
handele handeln lege legen
handele handeln brauche brauchen
handele handeln verstehe verstehen
handele handeln treffe treffen
heiße heißen schaue schauen
heiße heißen stelle stellen
heiße heißen vergleiche vergleichen
heiße heißen werde werden
heiße heißen steige steigen
helfe helfen schaffe schaffen
helfe helfen brauche brauchen
helfe helfen lebe leben
helfe helfen stelle stellen
helfe helfen lebe leben
interessiere interessieren bilde bilden
interessiere interessieren bringe bringen
interessiere interessieren mag mögen
interessiere interessieren rede reden
interessiere interessieren biete bieten
kenne kennen arbeite arbeiten
kenne kennen bekomme bekommen
kenne kennen ändere ändern
kenne kennen führe führen
kenne kennen erinnere erinnern
komme kommen tu tun
komme kommen gewinne gewinnen
komme kommen habe haben
komme kommen schaffe schaffen
komme kommen fühle fühlen
kann können laufe laufen
kann können ergebe ergeben
kann können denke denken
kann können spreche sprechen
kann können studiere studieren
lasse lassen betreffe betreffen
lasse lassen mag mögen
lasse lassen erkenne erkennen
lasse lassen nenne nennen
lasse lassen vergleiche vergleichen
laufe laufen gewinne gewinnen
laufe laufen scheine scheinen
laufe laufen fehle fehlen
laufe laufen mag mögen
laufe laufen schaue schauen
lebe leben bedeute bedeuten
lebe leben falle fallen
lebe leben spreche sprechen
lebe leben komme kommen
lebe leben stelle stellen
lege legen erhalte erhalten
lege legen frage fragen
lege legen bestehe bestehen
lege legen meine meinen
lege legen gehe gehen
lerne lernen halte halten
lerne lernen ziehe ziehen
lerne lernen liege liegen
lerne lernen erkläre erklären
lerne lernen trage tragen
lese lesen arbeite arbeiten
lese lesen scheine scheinen
lese lesen schaffe schaffen
lese lesen bestehe bestehen
lese lesen lerne lernen
liege liegen versuche versuchen
liege liegen steige steigen
liege liegen fahre fahren
liege liegen steige steigen
liege liegen fehle fehlen
mache machen lege legen
mache machen bin sein
mache machen erkenne erkennen
mache machen lasse lassen
mache machen verliere verlieren
meine meinen kenne kennen
meine meinen halte halten
meine meinen sage sagen
meine meinen scheine scheinen
meine meinen halte halten
mag mögen falle fallen
mag mögen heiße heißen
mag mögen habe haben
mag mögen fehle fehlen
mag mögen folge folgen
muss müssen schließe schließen
muss müssen erwarte erwarten
muss müssen bedeute bedeuten
muss müssen will wollen
muss müssen vergleiche vergleichen
nehme nehmen biete bieten
nehme nehmen laufe laufen
nehme nehmen meine meinen
nehme nehmen ändere ändern
nehme nehmen frage fragen
nenne nennen darf dürfen
nenne nennen laufe laufen
nenne nennen handele handeln
nenne nennen versuche versuchen
nenne nennen laufe laufen
nutze nutzen verstehe verstehen
nutze nutzen betreffe betreffen
nutze nutzen halte halten
nutze nutzen werde werden
nutze nutzen muss müssen
rede reden interessiere interessieren
rede reden kenne kennen
rede reden verbinde verbinden
rede reden vergehe vergehen
rede reden bringe bringen
sage sagen nutze nutzen
sage sagen interessiere interessieren
sage sagen meine meinen
sage sagen ziehe ziehen
sage sagen steige steigen
schaffe schaffen verliere verlieren
schaffe schaffen interessiere interessieren
schaffe schaffen bestehe bestehen
schaffe schaffen erreiche erreichen
schaffe schaffen lasse lassen
schaue schauen frage fragen
schaue schauen sage sagen
schaue schauen nenne nennen
schaue schauen muss müssen
schaue schauen sage sagen
scheine scheinen werde werden
scheine scheinen erkläre erklären
scheine scheinen vergleiche vergleichen
scheine scheinen handele handeln
scheine scheinen erzähle erzählen
schließe schließen komme kommen
schließe schließen schaue schauen
schließe schließen finde finden
schließe schließen spiele spielen
schließe schließen sitze sitzen
schreibe schreiben gewinne gewinnen
schreibe schreiben erhalte erhalten
schreibe schreiben trage tragen
schreibe schreiben weiß wissen
schreibe schreiben brauche brauchen
sehe sehen studiere studieren
sehe sehen treffe treffen
sehe sehen verbinde verbinden
sehe sehen falle fallen
sehe sehen gehöre gehören
bin sein beginne beginnen
bin sein schließe schließen
bin sein trage tragen
bin sein habe haben
bin sein nutze nutzen
setze setzen stehe stehen
setze setzen stelle stellen
setze setzen fühle fühlen
setze setzen wachse wachsen
setze setzen erhalte erhalten
sitze sitzen mag mögen
sitze sitzen versuche versuchen
sitze sitzen meine meinen
sitze sitzen lese lesen
sitze sitzen verstehe verstehen
soll sollen schaue schauen
soll sollen sage sagen
soll sollen interessiere interessieren
soll sollen werde werden
soll sollen bilde bilden
spiele spielen fahre fahren
spiele spielen falle fallen
spiele spielen komme kommen
spiele spielen rede reden
spiele spielen betreffe betreffen
spreche sprechen muss müssen
spreche sprechen mag mögen
spreche sprechen betreffe betreffen
spreche sprechen rede reden
spreche sprechen bekomme bekommen
stehe stehen will wollen
stehe stehen helfe helfen
stehe stehen liege liegen
stehe stehen kann können
stehe stehen vergleiche vergleichen
steige steigen gebe geben
steige steigen denke denken
steige steigen handele handeln
steige steigen erhalte erhalten
steige steigen setze setzen
stelle stellen handele handeln
stelle stellen sage sagen
stelle stellen wohne wohnen
stelle stellen folge folgen
stelle stellen trage tragen
studiere studieren erwarte erwarten
studiere studieren spreche sprechen
studiere studieren vergehe vergehen
studiere studieren erreiche erreichen
studiere studieren bilde bilden
suche suchen steige steigen
suche suchen bin sein
suche suchen muss müssen
suche suchen nenne nennen
suche suchen bestehe bestehen
trage tragen soll sollen
trage tragen stelle stellen
trage tragen stelle stellen
trage tragen bleibe bleiben
trage tragen steige steigen
treffe treffen nehme nehmen
treffe treffen verbinde verbinden
treffe treffen tu tun
treffe treffen nutze nutzen
treffe treffen liege liegen
tu tun sitze sitzen
tu tun folge folgen
tu tun schließe schließen
tu tun fahre fahren
tu tun handele handeln
verbinde verbinden erscheine erscheinen
verbinde verbinden lege legen
verbinde verbinden fahre fahren
verbinde verbinden ändere ändern
verbinde verbinden verliere verlieren
vergehe vergehen brauche brauchen
vergehe vergehen lebe leben
vergehe vergehen entspreche entsprechen
vergehe vergehen mag mögen
vergehe vergehen erkenne erkennen
vergleiche vergleichen kenne kennen
vergleiche vergleichen entspreche entsprechen
vergleiche vergleichen bilde bilden
vergleiche vergleichen halte halten
vergleiche vergleichen arbeite arbeiten
verlasse verlassen gelte gelten
verlasse verlassen fahre fahren
verlasse verlassen biete bieten
verlasse verlassen glaube glauben
verlasse verlassen erreiche erreichen
verliere verlieren bringe bringen
verliere verlieren bleibe bleiben
verliere verlieren stehe stehen
verliere verlieren erreiche erreichen
verliere verlieren erreiche erreichen
verstehe verstehen erwarte erwarten
verstehe verstehen lebe leben
verstehe verstehen rede reden
verstehe verstehen entwickle entwickeln
verstehe verstehen darf dürfen
versuche versuchen spreche sprechen
versuche versuchen kenne kennen
versuche versuchen spreche sprechen
versuche versuchen fehle fehlen
versuche versuchen treffe treffen
wachse wachsen lerne lernen
wachse wachsen führe führen
wachse wachsen gehöre gehören
wachse wachsen nenne nennen
wachse wachsen kenne kennen
warte warten soll sollen
warte warten gewinne gewinnen
warte warten mag mögen
warte warten scheine scheinen
warte warten brauche brauchen
werde werden trage tragen
werde werden warte warten
werde werden beginne beginnen
werde werden mache machen
werde werden stehe stehen
weiß wissen verliere verlieren
weiß wissen erzähle erzählen
weiß wissen mache machen
weiß wissen entstehe entstehen
weiß wissen nenne nennen
wohne wohnen sage sagen
wohne wohnen stehe stehen
wohne wohnen fehle fehlen
wohne wohnen nenne nennen
wohne wohnen helfe helfen
will wollen zeige zeigen
will wollen meine meinen
will wollen erwarte erwarten
will wollen bleibe bleiben
will wollen schreibe schreiben
zeige zeigen soll sollen
zeige zeigen habe haben
zeige zeigen steige steigen
zeige zeigen stelle stellen
zeige zeigen studiere studieren
ziehe ziehen lerne lernen
ziehe ziehen betreffe betreffen
ziehe ziehen erkenne erkennen
ziehe ziehen erkläre erklären
ziehe ziehen erscheine erscheinen
: Verben (Präsens): INF/2PP
ändern ändert kennen kennt
ändern ändert erscheinen erscheint
ändern ändert tragen tragt
ändern ändert erklären erklärt
ändern ändert interessieren interessiert
arbeiten arbeitet ziehen zieht
arbeiten arbeitet leben lebt
arbeiten arbeitet lesen lest
arbeiten arbeitet leben lebt
arbeiten arbeitet denken denkt
bedeuten bedeutet tragen tragt
bedeuten bedeutet arbeiten arbeitet
bedeuten bedeutet helfen helft
bedeuten bedeutet lassen lasst
bedeuten bedeutet heißen heißt
beginnen beginnt betreffen betrefft
beginnen beginnt gelten geltet
beginnen beginnt erkennen erkennt
beginnen beginnt halten haltet
beginnen beginnt sehen seht
bekommen bekommt halten haltet
bekommen bekommt verstehen versteht
bekommen bekommt scheinen scheint
bekommen bekommt bilden bildet
bekommen bekommt bieten bietet
bestehen besteht bringen bringt
bestehen besteht sitzen sitzt
bestehen besteht fragen fragt
bestehen besteht vergleichen vergleicht
bestehen besteht bilden bildet
betreffen betrefft entwickeln entwickelt
betreffen betrefft helfen helft
betreffen betrefft gehören gehört
betreffen betrefft verlassen verlasst
betreffen betrefft fühlen fühlt
bieten bietet nennen nennt
bieten bietet wollen wollt
bieten bietet erzählen erzählt
bieten bietet studieren studiert
bieten bietet halten haltet
bilden bildet warten wartet
bilden bildet wohnen wohnt
bilden bildet geben gebt
bilden bildet entstehen entsteht
bilden bildet ändern ändert
bleiben bleibt steigen steigt
bleiben bleibt nennen nennt
bleiben bleibt kennen kennt
bleiben bleibt steigen steigt
bleiben bleibt schließen schließt
brauchen braucht bieten bietet
brauchen braucht handeln handelt
brauchen braucht wohnen wohnt
brauchen braucht entstehen entsteht
brauchen braucht führen führt
bringen bringt halten haltet
bringen bringt liegen liegt
bringen bringt ergeben ergebt
bringen bringt führen führt
bringen bringt werden werdet
denken denkt bedeuten bedeutet
denken denkt entwickeln entwickelt
denken denkt sprechen sprecht
denken denkt tragen tragt
denken denkt bedeuten bedeutet
dürfen dürft wollen wollt
dürfen dürft erreichen erreicht
dürfen dürft erzählen erzählt
dürfen dürft lesen lest
dürfen dürft glauben glaubt
entsprechen entsprecht ziehen zieht
entsprechen entsprecht sollen sollt
entsprechen entsprecht suchen sucht
entsprechen entsprecht verlassen verlasst
entsprechen entsprecht schauen schaut
entstehen entsteht interessieren interessiert
entstehen entsteht wohnen wohnt
entstehen entsteht heißen heißt
entstehen entsteht verstehen versteht
entstehen entsteht ändern ändert
entwickeln entwickelt bedeuten bedeutet
entwickeln entwickelt brauchen braucht
entwickeln entwickelt tun tut
entwickeln entwickelt fahren fahrt
entwickeln entwickelt lernen lernt
ergeben ergebt verstehen versteht
ergeben ergebt erinnern erinnert
ergeben ergebt führen führt
ergeben ergebt arbeiten arbeitet
ergeben ergebt machen macht
erhalten erhaltet gehören gehört
erhalten erhaltet heißen heißt
erhalten erhaltet fühlen fühlt
erhalten erhaltet finden findet
erhalten erhaltet sehen seht
erinnern erinnert lesen lest
erinnern erinnert schauen schaut
erinnern erinnert erscheinen erscheint
erinnern erinnert erwarten erwartet
erinnern erinnert folgen folgt
erkennen erkennt machen macht
erkennen erkennt finden findet
erkennen erkennt arbeiten arbeitet
erkennen erkennt zeigen zeigt
erkennen erkennt haben habt
erklären erklärt sollen sollt
erklären erklärt bekommen bekommt
erklären erklärt nennen nennt
erklären erklärt lassen lasst
erklären erklärt schauen schaut
erreichen erreicht tun tut
erreichen erreicht erklären erklärt
erreichen erreicht nehmen nehmt
erreichen erreicht heißen heißt
erreichen erreicht sagen sagt
erscheinen erscheint haben habt
erscheinen erscheint kommen kommt
erscheinen erscheint dürfen dürft
erscheinen erscheint müssen müsst
erscheinen erscheint ziehen zieht
erwarten erwartet stellen stellt
erwarten erwartet fehlen fehlt
erwarten erwartet wohnen wohnt
erwarten erwartet nennen nennt
erwarten erwartet vergleichen vergleicht
erzählen erzählt suchen sucht
erzählen erzählt erkennen erkennt
erzählen erzählt steigen steigt
erzählen erzählt kennen kennt
erzählen erzählt heißen heißt
fahren fahrt fragen fragt
fahren fahrt bestehen besteht
fahren fahrt führen führt
fahren fahrt finden findet
fahren fahrt lassen lasst
fallen fallt nutzen nutzt
fallen fallt verstehen versteht
fallen fallt ändern ändert
fallen fallt haben habt
fallen fallt wollen wollt
fehlen fehlt meinen meint
fehlen fehlt bedeuten bedeutet
fehlen fehlt gewinnen gewinnt
fehlen fehlt ergeben ergebt
fehlen fehlt wissen wisst
finden findet leben lebt
finden findet erkennen erkennt
finden findet erscheinen erscheint
finden findet gelten geltet
finden findet sein seid
folgen folgt bilden bildet
folgen folgt werden werdet
folgen folgt geben gebt
folgen folgt ändern ändert
folgen folgt sitzen sitzt
fragen fragt erkennen erkennt
fragen fragt bilden bildet
fragen fragt kommen kommt
fragen fragt gehen geht
fragen fragt verlassen verlasst
fühlen fühlt vergleichen vergleicht
fühlen fühlt bieten bietet
fühlen fühlt nehmen nehmt
fühlen fühlt wollen wollt
fühlen fühlt bilden bildet
führen führt bekommen bekommt
führen führt ergeben ergebt
führen führt stellen stellt
führen führt gehen geht
führen führt sehen seht
geben gebt ergeben ergebt
geben gebt erwarten erwartet
geben gebt verstehen versteht
geben gebt betreffen betrefft
geben gebt sollen sollt
gehen geht warten wartet
gehen geht studieren studiert
gehen geht bieten bietet
gehen geht vergleichen vergleicht
gehen geht treffen trefft
gehören gehört folgen folgt
gehören gehört suchen sucht
gehören gehört wachsen wachst
gehören gehört beginnen beginnt
gehören gehört entwickeln entwickelt
gelten geltet führen führt
gelten geltet ändern ändert
gelten geltet gehören gehört
gelten geltet fahren fahrt
gelten geltet wohnen wohnt
gewinnen gewinnt tragen tragt
gewinnen gewinnt wollen wollt
gewinnen gewinnt reden redet
gewinnen gewinnt spielen spielt
gewinnen gewinnt schauen schaut
glauben glaubt liegen liegt
glauben glaubt sehen seht
glauben glaubt stehen steht
glauben glaubt tun tut
glauben glaubt dürfen dürft
haben habt warten wartet
haben habt steigen steigt
haben habt werden werdet
haben habt setzen setzt
haben habt setzen setzt
halten haltet gehen geht
halten haltet meinen meint
halten haltet erreichen erreicht
halten haltet beginnen beginnt
halten haltet kommen kommt
handeln handelt gehören gehört
handeln handelt erzählen erzählt
handeln handelt lernen lernt
handeln handelt ändern ändert
handeln handelt scheinen scheint
heißen heißt fragen fragt
heißen heißt tun tut
heißen heißt nennen nennt
heißen heißt spielen spielt
heißen heißt verbinden verbindet
helfen helft sprechen sprecht
helfen helft interessieren interessiert
helfen helft schauen schaut
helfen helft haben habt
helfen helft geben gebt
