: Nomen: SI/PL
bin sein ändere ändern
bin sein will wollen
bin sein verliere verlieren
bin sein ergebe ergeben
bin sein sehe sehen
setze setzen erkläre erklären
setze setzen scheine scheinen
setze setzen nutze nutzen
setze setzen vergehe vergehen
setze setzen erscheine erscheinen
sitze sitzen verliere verlieren
sitze sitzen wachse wachsen
sitze sitzen folge folgen
sitze sitzen warte warten
sitze sitzen suche suchen
soll sollen bilde bilden
soll sollen trage tragen
soll sollen werde werden
soll sollen wachse wachsen
soll sollen ziehe ziehen
spiele spielen habe haben
spiele spielen vergleiche vergleichen
spiele spielen vergehe vergehen
spiele spielen nutze nutzen
spiele spielen ziehe ziehen
spreche sprechen gewinne gewinnen
spreche sprechen finde finden
spreche sprechen erkläre erklären
spreche sprechen kann können
spreche sprechen heiße heißen
stehe stehen führe führen
stehe stehen bestehe bestehen
stehe stehen gelte gelten
stehe stehen ändere ändern
stehe stehen kann können
steige steigen handele handeln
steige steigen beginne beginnen
steige steigen biete bieten
steige steigen ändere ändern
steige steigen muss müssen
stelle stellen verstehe verstehen
stelle stellen mache machen
stelle stellen weiß wissen
stelle stellen gebe geben
stelle stellen lasse lassen
studiere studieren sehe sehen
studiere studieren fahre fahren
studiere studieren nehme nehmen
studiere studieren laufe laufen
studiere studieren soll sollen
suche suchen nenne nennen
suche suchen entwickle entwickeln
suche suchen interessiere interessieren
suche suchen bringe bringen
suche suchen bilde bilden
trage tragen mache machen
trage tragen bedeute bedeuten
trage tragen entstehe entstehen
trage tragen bleibe bleiben
trage tragen bilde bilden
treffe treffen bilde bilden
treffe treffen entstehe entstehen
treffe treffen komme kommen
treffe treffen erkenne erkennen
treffe treffen verlasse verlassen
tu tun will wollen
tu tun stelle stellen
tu tun trage tragen
tu tun habe haben
tu tun spiele spielen
verbinde verbinden bringe bringen
verbinde verbinden gelte gelten
verbinde verbinden finde finden
verbinde verbinden bestehe bestehen
verbinde verbinden erzähle erzählen
vergehe vergehen erscheine erscheinen
vergehe vergehen treffe treffen
vergehe vergehen ändere ändern
vergehe vergehen verliere verlieren
vergehe vergehen komme kommen
vergleiche vergleichen führe führen
vergleiche vergleichen gehöre gehören
vergleiche vergleichen erinnere erinnern
vergleiche vergleichen fehle fehlen
vergleiche vergleichen interessiere interessieren
verlasse verlassen wohne wohnen
verlasse verlassen treffe treffen
verlasse verlassen ändere ändern
verlasse verlassen gehe gehen
verlasse verlassen weiß wissen
verliere verlieren glaube glauben
verliere verlieren lege legen
verliere verlieren vergehe vergehen
verliere verlieren verstehe verstehen
verliere verlieren fahre fahren
verstehe verstehen schließe schließen
verstehe verstehen mache machen
verstehe verstehen erwarte erwarten
verstehe verstehen mag mögen
verstehe verstehen brauche brauchen
versuche versuchen spreche sprechen
versuche versuchen bleibe bleiben
versuche versuchen verliere verlieren
versuche versuchen vergleiche vergleichen
versuche versuchen tu tun
wachse wachsen entwickle entwickeln
wachse wachsen interessiere interessieren
wachse wachsen fühle fühlen
wachse wachsen setze setzen
wachse wachsen schaue schauen
warte warten gelte gelten
warte warten stelle stellen
warte warten helfe helfen
warte warten werde werden
warte warten nenne nennen
werde werden gewinne gewinnen
werde werden vergleiche vergleichen
werde werden verstehe verstehen
werde werden verlasse verlassen
werde werden treffe treffen
weiß wissen fehle fehlen
weiß wissen entwickle entwickeln
weiß wissen vergehe vergehen
weiß wissen spreche sprechen
weiß wissen gelte gelten
wohne wohnen will wollen
wohne wohnen rede reden
wohne wohnen sehe sehen
wohne wohnen steige steigen
wohne wohnen soll sollen
will wollen steige steigen
will wollen lerne lernen
will wollen fühle fühlen
will wollen steige steigen
will wollen wohne wohnen
zeige zeigen komme kommen
zeige zeigen erreiche erreichen
zeige zeigen ergebe ergeben
zeige zeigen stehe stehen
zeige zeigen gewinne gewinnen
ziehe ziehen fühle fühlen
ziehe ziehen arbeite arbeiten
ziehe ziehen kann können
ziehe ziehen halte halten
ziehe ziehen finde finden
: Verben (Präsens): INF/2PP
ändern ändert sein seid
ändern ändert kennen kennt
ändern ändert sein seid
ändern ändert bilden bildet
ändern ändert gehen geht
arbeiten arbeitet wachsen wachst
arbeiten arbeitet liegen liegt
arbeiten arbeitet heißen heißt
arbeiten arbeitet zeigen zeigt
arbeiten arbeitet schließen schließt
bedeuten bedeutet folgen folgt
bedeuten bedeutet werden werdet
bedeuten bedeutet stellen stellt
bedeuten bedeutet lernen lernt
bedeuten bedeutet wachsen wachst
beginnen beginnt schließen schließt
beginnen beginnt legen legt
beginnen beginnt interessieren interessiert
beginnen beginnt nennen nennt
beginnen beginnt sollen sollt
bekommen bekommt entwickeln entwickelt
bekommen bekommt brauchen braucht
bekommen bekommt stehen steht
bekommen bekommt erkennen erkennt
bekommen bekommt erzählen erzählt
bestehen besteht kommen kommt
bestehen besteht zeigen zeigt
bestehen besteht erwarten erwartet
bestehen besteht stehen steht
bestehen besteht halten haltet
betreffen betrefft ändern ändert
betreffen betrefft kommen kommt
betreffen betrefft führen führt
betreffen betrefft spielen spielt
betreffen betrefft bleiben bleibt
bieten bietet schaffen schafft
bieten bietet ziehen zieht
bieten bietet erinnern erinnert
bieten bietet nehmen nehmt
bieten bietet nehmen nehmt
bilden bildet steigen steigt
bilden bildet vergleichen vergleicht
bilden bildet dürfen dürft
bilden bildet erwarten erwartet
bilden bildet schaffen schafft
bleiben bleibt kennen kennt
bleiben bleibt lesen lest
bleiben bleibt reden redet
bleiben bleibt vergleichen vergleicht
bleiben bleibt denken denkt
brauchen braucht entwickeln entwickelt
brauchen braucht folgen folgt
brauchen braucht bringen bringt
brauchen braucht entsprechen entsprecht
brauchen braucht glauben glaubt
bringen bringt scheinen scheint
bringen bringt sollen sollt
bringen bringt fahren fahrt
bringen bringt schreiben schreibt
bringen bringt verlieren verliert
denken denkt entwickeln entwickelt
denken denkt versuchen versucht
denken denkt setzen setzt
denken denkt schaffen schafft
denken denkt fühlen fühlt
dürfen dürft suchen sucht
dürfen dürft lassen lasst
dürfen dürft geben gebt
dürfen dürft verlieren verliert
dürfen dürft verlassen verlasst
entsprechen entsprecht schaffen schafft
entsprechen entsprecht reden redet
entsprechen entsprecht erkennen erkennt
entsprechen entsprecht meinen meint
entsprechen entsprecht mögen mögt
entstehen entsteht ziehen zieht
entstehen entsteht erwarten erwartet
entstehen entsteht fragen fragt
entstehen entsteht erscheinen erscheint
entstehen entsteht ziehen zieht
entwickeln entwickelt verbinden verbindet
entwickeln entwickelt sein seid
entwickeln entwickelt heißen heißt
entwickeln entwickelt gewinnen gewinnt
entwickeln entwickelt gehören gehört
ergeben ergebt ziehen zieht
ergeben ergebt studieren studiert
ergeben ergebt verlassen verlasst
ergeben ergebt nutzen nutzt
ergeben ergebt sehen seht
erhalten erhaltet dürfen dürft
erhalten erhaltet entwickeln entwickelt
erhalten erhaltet suchen sucht
erhalten erhaltet gelten geltet
erhalten erhaltet erreichen erreicht
erinnern erinnert schaffen schafft
erinnern erinnert spielen spielt
erinnern erinnert schauen schaut
erinnern erinnert sagen sagt
erinnern erinnert heißen heißt
erkennen erkennt bilden bildet
erkennen erkennt wohnen wohnt
erkennen erkennt denken denkt
erkennen erkennt leben lebt
erkennen erkennt reden redet
erklären erklärt schließen schließt
erklären erklärt vergleichen vergleicht
erklären erklärt ziehen zieht
erklären erklärt erzählen erzählt
erklären erklärt erhalten erhaltet
erreichen erreicht ziehen zieht
erreichen erreicht setzen setzt
erreichen erreicht lernen lernt
erreichen erreicht nutzen nutzt
erreichen erreicht erwarten erwartet
erscheinen erscheint folgen folgt
erscheinen erscheint sagen sagt
erscheinen erscheint betreffen betrefft
erscheinen erscheint legen legt
erscheinen erscheint brauchen braucht
erwarten erwartet brauchen braucht
erwarten erwartet erzählen erzählt
erwarten erwartet versuchen versucht
erwarten erwartet ziehen zieht
erwarten erwartet schaffen schafft
erzählen erzählt glauben glaubt
erzählen erzählt versuchen versucht
erzählen erzählt nutzen nutzt
erzählen erzählt bedeuten bedeutet
erzählen erzählt handeln handelt
fahren fahrt heißen heißt
fahren fahrt erscheinen erscheint
fahren fahrt bedeuten bedeutet
fahren fahrt interessieren interessiert
fahren fahrt ändern ändert
fallen fallt bestehen besteht
fallen fallt nutzen nutzt
fallen fallt stellen stellt
fallen fallt versuchen versucht
fallen fallt wollen wollt
fehlen fehlt bilden bildet
fehlen fehlt brauchen braucht
fehlen fehlt tragen tragt
fehlen fehlt treffen trefft
fehlen fehlt schaffen schafft
finden findet handeln handelt
finden findet reden redet
finden findet wachsen wachst
finden findet tragen tragt
finden findet setzen setzt
folgen folgt arbeiten arbeitet
folgen folgt zeigen zeigt
folgen folgt erzählen erzählt
folgen folgt suchen sucht
folgen folgt bestehen besteht
fragen fragt verlassen verlasst
fragen fragt brauchen braucht
fragen fragt schließen schließt
fragen fragt denken denkt
fragen fragt gehören gehört
fühlen fühlt entwickeln entwickelt
fühlen fühlt beginnen beginnt
fühlen fühlt entwickeln entwickelt
fühlen fühlt denken denkt
fühlen fühlt sitzen sitzt
führen führt nehmen nehmt
führen führt warten wartet
führen führt heißen heißt
führen führt vergehen vergeht
führen führt beginnen beginnt
geben gebt verstehen versteht
geben gebt erklären erklärt
geben gebt scheinen scheint
geben gebt wollen wollt
geben gebt helfen helft
gehen geht führen führt
gehen geht halten haltet
gehen geht glauben glaubt
gehen geht fallen fallt
gehen geht denken denkt
gehören gehört vergleichen vergleicht
gehören gehört verlieren verliert
gehören gehört laufen lauft
gehören gehört gehen geht
gehören gehört verstehen versteht
gelten geltet können könnt
gelten geltet verlieren verliert
gelten geltet geben gebt
gelten geltet können könnt
gelten geltet brauchen braucht
gewinnen gewinnt steigen steigt
gewinnen gewinnt haben habt
gewinnen gewinnt setzen setzt
gewinnen gewinnt sollen sollt
gewinnen gewinnt vergehen vergeht
glauben glaubt entwickeln entwickelt
glauben glaubt erkennen erkennt
glauben glaubt erzählen erzählt
glauben glaubt bedeuten bedeutet
glauben glaubt müssen müsst
haben habt fahren fahrt
haben habt verbinden verbindet
haben habt wissen wisst
haben habt fallen fallt
haben habt denken denkt
halten haltet lesen lest
halten haltet leben lebt
halten haltet verstehen versteht
halten haltet schauen schaut
halten haltet finden findet
handeln handelt erreichen erreicht
handeln handelt finden findet
handeln handelt studieren studiert
handeln handelt sprechen sprecht
handeln handelt stehen steht
heißen heißt spielen spielt
heißen heißt schauen schaut
heißen heißt handeln handelt
heißen heißt bekommen bekommt
heißen heißt sehen seht
helfen helft setzen setzt
helfen helft gehen geht
helfen helft schreiben schreibt
helfen helft verlieren verliert
helfen helft werden werdet
interessieren interessiert bieten bietet
interessieren interessiert erreichen erreicht
interessieren interessiert fahren fahrt
interessieren interessiert entsprechen entsprecht
interessieren interessiert verbinden verbindet
kennen kennt erinnern erinnert
kennen kennt versuchen versucht
kennen kennt tragen tragt
kennen kennt versuchen versucht
kennen kennt ergeben ergebt
kommen kommt versuchen versucht
kommen kommt studieren studiert
kommen kommt nennen nennt
kommen kommt lernen lernt
kommen kommt führen führt
können könnt spielen spielt
können könnt schaffen schafft
können könnt meinen meint
können könnt gelten geltet
können könnt spielen spielt
lassen lasst erhalten erhaltet
lassen lasst bedeuten bedeutet
lassen lasst ergeben ergebt
lassen lasst lesen lest
lassen lasst folgen folgt
laufen lauft brauchen braucht
laufen lauft helfen helft
laufen lauft leben lebt
laufen lauft lesen lest
laufen lauft glauben glaubt
leben lebt fragen fragt
leben lebt sitzen sitzt
leben lebt finden findet
leben lebt führen führt
leben lebt dürfen dürft
legen legt lernen lernt
legen legt erwarten erwartet
legen legt erwarten erwartet
legen legt arbeiten arbeitet
legen legt verbinden verbindet
lernen lernt nennen nennt
lernen lernt zeigen zeigt
lernen lernt warten wartet
lernen lernt sehen seht
lernen lernt leben lebt
lesen lest ändern ändert
lesen lest erinnern erinnert
lesen lest sein seid
lesen lest ergeben ergebt
lesen lest vergleichen vergleicht
liegen liegt kommen kommt
liegen liegt verlassen verlasst
liegen liegt gewinnen gewinnt
liegen liegt wachsen wachst
liegen liegt gewinnen gewinnt
machen macht handeln handelt
machen macht fallen fallt
machen macht helfen helft
machen macht fallen fallt
machen macht lesen lest
meinen meint bringen bringt
meinen meint sehen seht
meinen meint beginnen beginnt
meinen meint schließen schließt
meinen meint wohnen wohnt
mögen mögt suchen sucht
mögen mögt bekommen bekommt
mögen mögt halten haltet
mögen mögt sagen sagt
mögen mögt brauchen braucht
müssen müsst stehen steht
müssen müsst tun tut
müssen müsst sitzen sitzt
müssen müsst führen führt
müssen müsst nennen nennt
nehmen nehmt ziehen zieht
nehmen nehmt halten haltet
nehmen nehmt dürfen dürft
nehmen nehmt arbeiten arbeitet
nehmen nehmt wollen wollt
nennen nennt fühlen fühlt
nennen nennt nehmen nehmt
nennen nennt handeln handelt
nennen nennt machen macht
nennen nennt finden findet
nutzen nutzt erklären erklärt
nutzen nutzt stellen stellt
nutzen nutzt stehen steht
nutzen nutzt gehen geht
nutzen nutzt schauen schaut
reden redet geben gebt
reden redet fragen fragt
reden redet können könnt
reden redet treffen trefft
reden redet spielen spielt
sagen sagt steigen steigt
sagen sagt zeigen zeigt
sagen sagt verlassen verlasst
sagen sagt fahren fahrt
sagen sagt versuchen versucht
schaffen schafft lernen lernt
schaffen schafft machen macht
schaffen schafft lassen lasst
schaffen schafft erzählen erzählt
schaffen schafft erreichen erreicht
schauen schaut verstehen versteht
schauen schaut warten wartet
schauen schaut studieren studiert
schauen schaut entsprechen entsprecht
schauen schaut erinnern erinnert
scheinen scheint sitzen sitzt
scheinen scheint halten haltet
scheinen scheint setzen setzt
scheinen scheint sitzen sitzt
scheinen scheint spielen spielt
schließen schließt sitzen sitzt
schließen schließt sehen seht
schließen schließt arbeiten arbeitet
schließen schließt setzen setzt
schließen schließt scheinen scheint
schreiben schreibt leben lebt
schreiben schreibt steigen steigt
schreiben schreibt werden werdet
schreiben schreibt arbeiten arbeitet
schreiben schreibt erkennen erkennt
sehen seht werden werdet
sehen seht betreffen betrefft
sehen seht sagen sagt
sehen seht vergehen vergeht
sehen seht fühlen fühlt
sein seid verbinden verbindet
sein seid denken denkt
sein seid lernen lernt
sein seid verstehen versteht
sein seid wollen wollt
setzen setzt führen führt
setzen setzt verstehen versteht
setzen setzt ändern ändert
setzen setzt schreiben schreibt
setzen setzt fühlen fühlt
sitzen sitzt stehen steht
sitzen sitzt können könnt
sitzen sitzt werden werdet
sitzen sitzt treffen trefft
sitzen sitzt fühlen fühlt
sollen sollt spielen spielt
sollen sollt nutzen nutzt
sollen sollt sein seid
sollen sollt schreiben schreibt
sollen sollt vergehen vergeht
spielen spielt reden redet
spielen spielt ziehen zieht
spielen spielt verlassen verlasst
spielen spielt erhalten erhaltet
spielen spielt folgen folgt
sprechen sprecht gehen geht
sprechen sprecht leben lebt
sprechen sprecht müssen müsst
sprechen sprecht glauben glaubt
sprechen sprecht vergehen vergeht
stehen steht warten wartet
stehen steht erwarten erwartet
stehen steht bleiben bleibt
stehen steht finden findet
stehen steht leben lebt
steigen steigt betreffen betrefft
steigen steigt bedeuten bedeutet
steigen steigt treffen trefft
steigen steigt arbeiten arbeitet
steigen steigt sehen seht
stellen stellt gelten geltet
stellen stellt studieren studiert
stellen stellt erreichen erreicht
stellen stellt lernen lernt
stellen stellt bieten bietet
studieren studiert lassen lasst
studieren studiert sprechen sprecht
studieren studiert sitzen sitzt
studieren studiert dürfen dürft
studieren studiert fragen fragt
suchen sucht leben lebt
suchen sucht folgen folgt
suchen sucht gewinnen gewinnt
suchen sucht schreiben schreibt
suchen sucht sagen sagt
tragen tragt zeigen zeigt
tragen tragt geben gebt
tragen tragt arbeiten arbeitet
tragen tragt meinen meint
tragen tragt erkennen erkennt
treffen trefft ziehen zieht
treffen trefft erkennen erkennt
treffen trefft schauen schaut
treffen trefft sagen sagt
treffen trefft gelten geltet
tun tut gelten geltet
tun tut führen führt
tun tut stellen stellt
tun tut fahren fahrt
tun tut lesen lest
verbinden verbindet haben habt
verbinden verbindet nutzen nutzt
verbinden verbindet tragen tragt
verbinden verbindet entstehen entsteht
verbinden verbindet fahren fahrt
vergehen vergeht bilden bildet
vergehen vergeht gehen geht
vergehen vergeht sprechen sprecht
vergehen vergeht schließen schließt
vergehen vergeht gehören gehört
vergleichen vergleicht studieren studiert
vergleichen vergleicht sehen seht
vergleichen vergleicht vergehen vergeht
vergleichen vergleicht erzählen erzählt
vergleichen vergleicht entstehen entsteht
verlassen verlasst folgen folgt
verlassen verlasst tragen tragt
verlassen verlasst sehen seht
verlassen verlasst lesen lest
verlassen verlasst stellen stellt
verlieren verliert entsprechen entsprecht
verlieren verliert bekommen bekommt
verlieren verliert erscheinen erscheint
verlieren verliert entwickeln entwickelt
verlieren verliert sehen seht
verstehen versteht meinen meint
verstehen versteht sein seid
verstehen versteht wissen wisst
verstehen versteht fühlen fühlt
verstehen versteht wohnen wohnt
versuchen versucht interessieren interessiert
versuchen versucht müssen müsst
versuchen versucht zeigen zeigt
versuchen versucht zeigen zeigt
versuchen versucht interessieren interessiert
wachsen wachst erklären erklärt
wachsen wachst bestehen besteht
wachsen wachst interessieren interessiert
wachsen wachst wissen wisst
wachsen wachst scheinen scheint
warten wartet erwarten erwartet
warten wartet folgen folgt
warten wartet ergeben ergebt
warten wartet erklären erklärt
warten wartet erreichen erreicht
werden werdet vergleichen vergleicht
werden werdet müssen müsst
werden werdet fragen fragt
werden werdet treffen trefft
werden werdet erhalten erhaltet
wissen wisst meinen meint
wissen wisst bieten bietet
wissen wisst fühlen fühlt
wissen wisst fallen fallt
wissen wisst müssen müsst
wohnen wohnt verlassen verlasst
wohnen wohnt suchen sucht
wohnen wohnt ergeben ergebt
wohnen wohnt steigen steigt
wohnen wohnt schaffen schafft
wollen wollt lesen lest
wollen wollt erkennen erkennt
wollen wollt müssen müsst
wollen wollt fühlen fühlt
wollen wollt müssen müsst
zeigen zeigt bieten bietet
zeigen zeigt verlieren verliert
zeigen zeigt wohnen wohnt
zeigen zeigt werden werdet
zeigen zeigt tragen tragt
ziehen zieht reden redet
ziehen zieht erkennen erkennt
ziehen zieht sagen sagt
ziehen zieht bedeuten bedeutet
ziehen zieht finden findet
: Verben (Präsens): 2PP/INF
ändert ändern kennt kennen
ändert ändern lauft laufen
ändert ändern setzt setzen
ändert ändern vergleicht vergleichen
ändert ändern verbindet verbinden
arbeitet arbeiten wisst wissen
arbeitet arbeiten müsst müssen
arbeitet arbeiten bekommt bekommen
arbeitet arbeiten erkennt erkennen
arbeitet arbeiten müsst müssen
bedeutet bedeuten schließt schließen
bedeutet bedeuten redet reden
bedeutet bedeuten kommt kommen
bedeutet bedeuten müsst müssen
bedeutet bedeuten gehört gehören
beginnt beginnen trefft treffen
beginnt beginnen studiert studieren
beginnt beginnen verbindet verbinden
beginnt beginnen setzt setzen
beginnt beginnen erhaltet erhalten
bekommt bekommen steht stehen
bekommt bekommen erzählt erzählen
bekommt bekommen zieht ziehen
bekommt bekommen stellt stellen
bekommt bekommen handelt handeln
besteht bestehen folgt folgen
besteht bestehen fahrt fahren
besteht bestehen versteht verstehen
besteht bestehen sprecht sprechen
besteht bestehen steht stehen
betrefft betreffen bekommt bekommen
betrefft betreffen denkt denken
betrefft betreffen versteht verstehen
betrefft betreffen studiert studieren
betrefft betreffen seht sehen
bietet bieten braucht brauchen
bietet bieten fehlt fehlen
bietet bieten geltet gelten
bietet bieten verlasst verlassen
bietet bieten besteht bestehen
bildet bilden gewinnt gewinnen
bildet bilden werdet werden
bildet bilden schreibt schreiben
bildet bilden entwickelt entwickeln
bildet bilden bedeutet bedeuten
bleibt bleiben braucht brauchen
bleibt bleiben werdet werden
bleibt bleiben geht gehen
bleibt bleiben gebt geben
bleibt bleiben fühlt fühlen
braucht brauchen findet finden
braucht brauchen sprecht sprechen
braucht brauchen habt haben
braucht brauchen legt legen
braucht brauchen wachst wachsen
bringt bringen helft helfen
bringt bringen schließt schließen
bringt bringen geht gehen
bringt bringen fallt fallen
bringt bringen bietet bieten
denkt denken ergebt ergeben
denkt denken setzt setzen
denkt denken müsst müssen
denkt denken nehmt nehmen
denkt denken nehmt nehmen
dürft dürfen tragt tragen
dürft dürfen findet finden
dürft dürfen bleibt bleiben
dürft dürfen wartet warten
dürft dürfen schafft schaffen
entsprecht entsprechen schafft schaffen
entsprecht entsprechen gewinnt gewinnen
entsprecht entsprechen versucht versuchen
entsprecht entsprechen beginnt beginnen
entsprecht entsprechen verlasst verlassen
entsteht entstehen ergebt ergeben
entsteht entstehen erhaltet erhalten
entsteht entstehen braucht brauchen
entsteht entstehen zieht ziehen
entsteht entstehen studiert studieren
entwickelt entwickeln lernt lernen
entwickelt entwickeln erinnert erinnern
entwickelt entwickeln erinnert erinnern
entwickelt entwickeln erzählt erzählen
entwickelt entwickeln bedeutet bedeuten
ergebt ergeben wisst wissen
ergebt ergeben sollt sollen
ergebt ergeben geltet gelten
ergebt ergeben versucht versuchen
ergebt ergeben handelt handeln
erhaltet erhalten lest lesen
erhaltet erhalten kommt kommen
erhaltet erhalten vergeht vergehen
erhaltet erhalten schaut schauen
erhaltet erhalten stellt stellen
erinnert erinnern zieht ziehen
erinnert erinnern gewinnt gewinnen
erinnert erinnern steigt steigen
erinnert erinnern erkennt erkennen
erinnert erinnern beginnt beginnen
erkennt erkennen steht stehen
erkennt erkennen bleibt bleiben
erkennt erkennen vergleicht vergleichen
erkennt erkennen fahrt fahren
erkennt erkennen findet finden
erklärt erklären lauft laufen
erklärt erklären interessiert interessieren
erklärt erklären geltet gelten
erklärt erklären lest lesen
erklärt erklären erhaltet erhalten
erreicht erreichen werdet werden
erreicht erreichen erinnert erinnern
erreicht erreichen erkennt erkennen
erreicht erreichen werdet werden
erreicht erreichen steht stehen
erscheint erscheinen fühlt fühlen
erscheint erscheinen gewinnt gewinnen
erscheint erscheinen ändert ändern
erscheint erscheinen kommt kommen
erscheint erscheinen fragt fragen
erwartet erwarten liegt liegen
erwartet erwarten lauft laufen
erwartet erwarten entsprecht entsprechen
erwartet erwarten tragt tragen
erwartet erwarten zeigt zeigen
erzählt erzählen fühlt fühlen
erzählt erzählen habt haben
erzählt erzählen lasst lassen
erzählt erzählen redet reden
erzählt erzählen sucht suchen
fahrt fahren nutzt nutzen
fahrt fahren heißt heißen
fahrt fahren liegt liegen
fahrt fahren liegt liegen
fahrt fahren findet finden
fallt fallen gehört gehören
fallt fallen seid sein
fallt fallen nennt nennen
fallt fallen findet finden
fallt fallen meint meinen
fehlt fehlen meint meinen
fehlt fehlen scheint scheinen
fehlt fehlen beginnt beginnen
fehlt fehlen betrefft betreffen
fehlt fehlen habt haben
findet finden erscheint erscheinen
findet finden wollt wollen
findet finden entwickelt entwickeln
findet finden macht machen
findet finden mögt mögen
folgt folgen erzählt erzählen
folgt folgen führt führen
folgt folgen müsst müssen
folgt folgen betrefft betreffen
folgt folgen beginnt beginnen
fragt fragen lernt lernen
fragt fragen liegt liegen
fragt fragen heißt heißen
fragt fragen seht sehen
fragt fragen gewinnt gewinnen
fühlt fühlen erinnert erinnern
fühlt fühlen erinnert erinnern
fühlt fühlen betrefft betreffen
fühlt fühlen steht stehen
fühlt fühlen denkt denken
führt führen sollt sollen
führt führen bietet bieten
führt führen erklärt erklären
führt führen dürft dürfen
führt führen lasst lassen
gebt geben schreibt schreiben
gebt geben redet reden
gebt geben versucht versuchen
gebt geben lernt lernen
gebt geben bringt bringen
geht gehen vergleicht vergleichen
geht gehen schaut schauen
geht gehen studiert studieren
geht gehen verliert verlieren
geht gehen erhaltet erhalten
gehört gehören lest lesen
gehört gehören entsprecht entsprechen
gehört gehören fühlt fühlen
gehört gehören findet finden
gehört gehören führt führen
geltet gelten verlasst verlassen
geltet gelten nennt nennen
geltet gelten führt führen
geltet gelten liegt liegen
geltet gelten nutzt nutzen
gewinnt gewinnen fahrt fahren
gewinnt gewinnen lauft laufen
gewinnt gewinnen bringt bringen
gewinnt gewinnen lernt lernen
gewinnt gewinnen vergleicht vergleichen
glaubt glauben zeigt zeigen
glaubt glauben erscheint erscheinen
glaubt glauben fahrt fahren
glaubt glauben besteht bestehen
glaubt glauben tut tun
habt haben fallt fallen
habt haben trefft treffen
habt haben versteht verstehen
habt haben bedeutet bedeuten
habt haben werdet werden
haltet halten schreibt schreiben
haltet halten schließt schließen
haltet halten lasst lassen
haltet halten fahrt fahren
haltet halten erwartet erwarten
handelt handeln bedeutet bedeuten
handelt handeln dürft dürfen
handelt handeln redet reden
handelt handeln sollt sollen
handelt handeln dürft dürfen
heißt heißen bleibt bleiben
heißt heißen müsst müssen
heißt heißen fehlt fehlen
heißt heißen nehmt nehmen
heißt heißen arbeitet arbeiten
helft helfen bringt bringen
helft helfen interessiert interessieren
helft helfen erscheint erscheinen
helft helfen braucht brauchen
helft helfen haltet halten
interessiert interessieren tragt tragen
interessiert interessieren meint meinen
interessiert interessieren dürft dürfen
interessiert interessieren fallt fallen
interessiert interessieren bekommt bekommen
kennt kennen lasst lassen
kennt kennen braucht brauchen
kennt kennen haltet halten
kennt kennen erzählt erzählen
kennt kennen wollt wollen
kommt kommen verbindet verbinden
kommt kommen sprecht sprechen
kommt kommen seht sehen
kommt kommen seid sein
kommt kommen nehmt nehmen
könnt können wollt wollen
könnt können meint meinen
könnt können helft helfen
könnt können steht stehen
könnt können kennt kennen
lasst lassen sollt sollen
lasst lassen versteht verstehen
lasst lassen sitzt sitzen
lasst lassen verlasst verlassen
lasst lassen liegt liegen
lauft laufen wachst wachsen
lauft laufen könnt können
lauft laufen könnt können
lauft laufen wohnt wohnen
lauft laufen sucht suchen
lebt leben steigt steigen
lebt leben redet reden
lebt leben verlasst verlassen
lebt leben erreicht erreichen
lebt leben braucht brauchen
legt legen gehört gehören
legt legen braucht brauchen
legt legen nutzt nutzen
legt legen fehlt fehlen
legt legen scheint scheinen
lernt lernen wartet warten
lernt lernen wisst wissen
lernt lernen verliert verlieren
lernt lernen tragt tragen
lernt lernen kennt kennen
lest lesen fühlt fühlen
lest lesen lauft laufen
lest lesen geltet gelten
lest lesen entwickelt entwickeln
lest lesen sprecht sprechen
liegt liegen nutzt nutzen
liegt liegen gehört gehören
liegt liegen dürft dürfen
liegt liegen legt legen
liegt liegen tragt tragen
macht machen erklärt erklären
macht machen gewinnt gewinnen
macht machen zeigt zeigen
macht machen steigt steigen
macht machen erklärt erklären
meint meinen glaubt glauben
meint meinen gebt geben
meint meinen gebt geben
meint meinen müsst müssen
meint meinen kommt kommen
mögt mögen gebt geben
mögt mögen fahrt fahren
mögt mögen handelt handeln
mögt mögen glaubt glauben
mögt mögen fahrt fahren
müsst müssen gewinnt gewinnen
müsst müssen ergebt ergeben
müsst müssen könnt können
müsst müssen wartet warten
müsst müssen verliert verlieren
nehmt nehmen könnt können
nehmt nehmen helft helfen
nehmt nehmen seid sein
nehmt nehmen helft helfen
nehmt nehmen glaubt glauben
nennt nennen setzt setzen
nennt nennen tragt tragen
nennt nennen fühlt fühlen
nennt nennen denkt denken
nennt nennen verliert verlieren
nutzt nutzen werdet werden
nutzt nutzen lebt leben
nutzt nutzen gebt geben
nutzt nutzen wollt wollen
nutzt nutzen entsprecht entsprechen
redet reden handelt handeln
redet reden kommt kommen
redet reden nennt nennen
redet reden liegt liegen
redet reden nehmt nehmen
sagt sagen sollt sollen
sagt sagen schließt schließen
sagt sagen stellt stellen
sagt sagen redet reden
sagt sagen heißt heißen
schafft schaffen besteht bestehen
schafft schaffen glaubt glauben
schafft schaffen meint meinen
schafft schaffen meint meinen
schafft schaffen sitzt sitzen
schaut schauen verlasst verlassen
schaut schauen stellt stellen
schaut schauen schafft schaffen
schaut schauen sitzt sitzen
schaut schauen haltet halten
scheint scheinen lauft laufen
scheint scheinen sitzt sitzen
scheint scheinen vergleicht vergleichen
scheint scheinen verbindet verbinden
